Tag	Gname	PromoterID	CTRL1	CTRL2	CTRL.mean	A1	A2	A.mean	relative_activity_diff	p_value
Down	Slc39a11	41938	0.534883720930233	0.647058823529412	0.590971272229822	0.214285714285714	0.25	0.232142857142857	-0.358828415086965	0.000455152828492283
Down	Slc9a3r2	42161	0.286821705426356	0.333333333333333	0.310077519379845	0.5	0.556521739130435	0.528260869565217	0.218183350185373	0.000496402553385645
Down	Slc9a3r2	42163	0.682170542635659	0.562091503267974	0.622131022951816	0.5	0.434782608695652	0.467391304347826	-0.15473971860399	0.0172073516763194
Down	Smarca2	42293	0.296296296296296	0.286764705882353	0.291530501089324	0.75	0.576923076923078	0.663461538461539	0.371931037372215	0.00174926853593583
Down	Smarca2	42294	0.185185185185185	0.213235294117647	0.199210239651416	0.1	0.134615384615385	0.117307692307692	-0.081902547343724	0.0031182335703566
Down	Smarca2	42295	0.518518518518519	0.5	0.509259259259259	0.15	0.288461538461538	0.219230769230769	-0.290028490028491	0.00198035482621545
Up	Snx1	42549	0.873239436619718	0.91025641025641	0.891747923438064	0.764705882352941	0.741379310344828	0.753042596348885	-0.13870532708918	0.000390697325284825
Up	Snx1	42550	0.126760563380282	0.0897435897435897	0.108252076561936	0.235294117647059	0.258620689655172	0.246957403651115	0.13870532708918	0.000390697325284812
Down	Tfdp2	44456	0.222222222222222	0.3	0.261111111111111	0	0	0	-0.261111111111111	0.000312463510264682
Down	Tjp2	44679	0.325581395348837	0.395348837209301	0.360465116279069	0	0.125	0.0624999999999999	-0.297965116279069	0.00196147273442679
Up	Tm9sf1	44791	0.900990099009901	0.919117647058823	0.910053873034362	0.711538461538461	0.791304347826087	0.751421404682274	-0.158632468352088	0.00255652633883834
Up	Tm9sf1	44792	0.0990099009900989	0.0808823529411765	0.0899461269656377	0.288461538461538	0.208695652173913	0.248578595317726	0.158632468352088	0.00255652633883842
Up	Tnip1	45362	0.369426751592357	0.326241134751773	0.347833943172065	0.176470588235295	0.187755102040816	0.182112845138055	-0.165721098034009	0.000210717143180648
Up	Tnip1	45363	0.630573248407643	0.673758865248227	0.652166056827935	0.823529411764705	0.812244897959184	0.817887154861945	0.165721098034009	0.000210717143180651
Switching	Tns3	45448	0.433734939759036	0.434782608695653	0.434258774227344	0.803921568627451	0.932432432432432	0.868177000529942	0.433918226302597	0.000305563113937189
Switching	Tns3	45453	0.36144578313253	0.239130434782609	0.300288108957569	0.11764705882353	0.0270270270270271	0.0723370429252784	-0.227951066032291	0.00657326201871699
Switching	Tns3	45454	0.204819277108434	0.326086956521739	0.265453116815086	0.0784313725490196	0.0405405405405406	0.0594859565447801	-0.205967160270306	0.00494128758281834
Down	Tp53i13	45533	0.585365853658536	0.53125	0.558307926829268	0.9	0.8	0.85	0.291692073170732	0.000885906713812554
Down	Tp53i13	45534	0.414634146341464	0.46875	0.441692073170732	0.1	0.2	0.15	-0.291692073170732	0.000885906713812545
Up	Tpr	45597	0.0338983050847458	0.0655737704918033	0.0497360377882746	0.162162162162163	0.1375	0.149831081081081	0.100095043292807	0.000988062518043856
Up	Tpr	45598	0.966101694915254	0.934426229508197	0.950263962211725	0.837837837837837	0.8625	0.850168918918919	-0.100095043292807	0.00098806251804385
Switching	Trim5	45789	0.205882352941176	0.317073170731708	0.261477761836442	0.0476190476190476	0.1	0.0738095238095239	-0.187668238026918	0.00613180771839274
Switching	Trim5	45790	0.794117647058823	0.682926829268292	0.738522238163558	0.952380952380952	0.9	0.926190476190476	0.187668238026918	0.00613180771839276
Switching	Tsc22d1	45987	0.186440677966102	0.170616113744076	0.178528395855089	0.0492957746478873	0.0550964187327824	0.0521960966903349	-0.126332299164754	1.30702012511028e-05
Switching	Tsc22d1	45989	0.813559322033898	0.829383886255925	0.821471604144911	0.950704225352113	0.944903581267218	0.947803903309665	0.126332299164754	1.30702012511032e-05
Switching	Tspan18	46047	0.0769230769230769	0.0579710144927537	0.0674470457079153	0.190476190476191	0.259259259259259	0.224867724867725	0.157420679159809	0.00157406842305791
Switching	Tspan18	46048	0.923076923076923	0.942028985507246	0.932552954292085	0.809523809523809	0.740740740740741	0.775132275132275	-0.157420679159809	0.00157406842305793
Switching	Tspan4	46058	0.9375	0.94061757719715	0.939058788598575	0.802197802197802	0.798969072164948	0.800583437181375	-0.1384753514172	4.59553653281439e-08
Switching	Tspan4	46059	0.0624999999999999	0.0593824228028504	0.0609412114014252	0.197802197802198	0.201030927835052	0.199416562818625	0.1384753514172	4.59553653281424e-08
Up	Ubap2	46386	0.442622950819672	0.455128205128205	0.448875577973939	0.534246575342466	0.589285714285714	0.56176614481409	0.112890566840151	0.0022779153451449
Up	Ubap2	46388	0.557377049180328	0.544871794871795	0.551124422026061	0.465753424657534	0.410714285714286	0.43823385518591	-0.112890566840151	0.00227791534514504
Down	Ubtf	46508	0.58955223880597	0.547368421052632	0.568460329929301	0.695652173913043	0.728155339805825	0.711903756859434	0.143443426930133	0.000734368203043677
Down	Ubtf	46510	0.350746268656717	0.357894736842105	0.354320502749411	0.173913043478261	0.203883495145631	0.188898269311946	-0.165422233437465	4.91951264677304e-05
Switching	Upp1	46676	0.4	0.652173913043478	0.526086956521739	0.249999999999999	0.222222222222223	0.236111111111111	-0.289975845410628	0.0166855236092292
Switching	Upp1	46677	0.6	0.347826086956522	0.473913043478261	0.750000000000001	0.777777777777777	0.763888888888889	0.289975845410628	0.0166855236092292
Up	Usp15	46732	0.277777777777778	0.270833333333333	0.274305555555555	0.375	0.421052631578947	0.398026315789474	0.123720760233918	0.000774687057584451
Switching	Usp48	46810	0.0909090909090909	0.0487804878048781	0.0698447893569845	0.272727272727272	0.266666666666667	0.26969696969697	0.199852180339985	8.35967157260138e-05
Switching	Usp48	46811	0.909090909090909	0.951219512195122	0.930155210643016	0.727272727272728	0.733333333333333	0.73030303030303	-0.199852180339985	8.3596715726012e-05
Up	Wdr12	47370	0.716981132075471	0.771428571428571	0.744204851752021	0.581818181818182	0.495867768595041	0.538842975206612	-0.205361876545409	0.00220160133199503
Up	Wdr12	47371	0.283018867924529	0.228571428571429	0.255795148247979	0.418181818181818	0.504132231404959	0.461157024793388	0.205361876545409	0.00220160133199504
Down	Wdr37	47396	0.416666666666666	0.238095238095238	0.327380952380952	0	0.0833333333333333	0.0416666666666667	-0.285714285714285	0.00737194894556508
Down	Wdr37	47397	0.583333333333334	0.761904761904762	0.672619047619048	1	0.916666666666667	0.958333333333333	0.285714285714285	0.0073719489455651
Switching	Wiz	47517	0.5	0.55	0.525	0.125	0.2	0.1625	-0.3625	0.000153968023281464
Switching	Wiz	47519	0.142857142857143	0.1	0.121428571428572	0.5	0.45	0.475	0.353571428571428	4.91905797436774e-05
Up	Wwp2	47604	0.631578947368422	0.869565217391305	0.750572082379863	0.263157894736842	0.371428571428571	0.317293233082707	-0.433278849297157	0.00456250100142879
Up	Wwp2	47606	0.368421052631578	0.130434782608695	0.249427917620137	0.736842105263158	0.628571428571429	0.682706766917293	0.433278849297157	0.00456250100142879
Switching	Zbtb7a	47859	0.306122448979592	0.20253164556962	0.254327047274606	0.540540540540541	0.527272727272728	0.533906633906634	0.279579586632028	0.000752047988061725
Switching	Zbtb7a	47860	0.632653061224489	0.734177215189873	0.683415138207181	0.378378378378378	0.436363636363636	0.407371007371007	-0.276044130836174	0.00121699341630854
Switching	Zbtb7a	47861	0.0612244897959182	0.0632911392405062	0.0622578145182122	0.0810810810810811	0.0363636363636364	0.0587223587223588	-0.00353545579585347	0.797947666333877
Up	Zc2hc1a	47877	0.0416666666666667	0.018018018018018	0.0298423423423424	0.109374999999999	0.17948717948718	0.14443108974359	0.114588747401247	0.0058281405034922
Up	Zc2hc1a	47878	0.958333333333333	0.981981981981982	0.970157657657658	0.890625	0.82051282051282	0.85556891025641	-0.114588747401247	0.00582814050349231
Switching	Zc3h7b	47917	0	0.0750000000000001	0.0375	0.4375	0.183673469387755	0.310586734693878	0.273086734693878	0.0232882085646905
Switching	Zc3h7b	47918	1	0.925	0.9625	0.5625	0.816326530612245	0.689413265306122	-0.273086734693877	0.0232882085646905
Up	Zfhx3	48033	0.111111111111111	0.181818181818182	0.146464646464647	0.424242424242424	0.338028169014084	0.381135296628254	0.234670650163607	0.00188133561633254
Up	Zfp512b	48311	0.166666666666667	0.227272727272728	0.196969696969697	0.5	0.434782608695653	0.467391304347826	0.270421607378129	0.000461387458032789
Up	Zfp512b	48312	0.833333333333333	0.772727272727272	0.803030303030303	0.5	0.565217391304347	0.532608695652174	-0.270421607378129	0.000461387458032782
Down	Zfp609	48395	0.702702702702703	0.75438596491228	0.728544333807492	0.600000000000001	0.548387096774195	0.574193548387098	-0.154350785420394	0.00185286573566787
Down	Zfp609	48396	0.297297297297297	0.24561403508772	0.271455666192509	0.399999999999999	0.451612903225805	0.425806451612902	0.154350785420394	0.00185286573566783
